d  f   g   h   c      s         b   bvms                       xhs rem        w         
32 159 140  19      0         0  17 01010111101111100111010101 LHS or         rotor     
33 165 145  20      0         0  17 01010111101111100111010101 RHS nit        nitro     
34 171 151  20      0         0  17 01010111101111100111010101 LHS ges        tinges    
35 171 154  17      0         0  17 01010111101111100111010101 NIL NIL        seg       
36 187 162  25      0         0  17 01010111101111100111010101 LHS amateurs   amateurs  
37 187 164  23      0         0  17 01010111101111100111010101 LHS ateurs     ma        
38 187 166  21      0         0  17 01010111101111100111010101 LHS eurs       ta        
39 187 169  18      0         0  17 01010111101111100111010101 LHS s          rue       
40 197 177  20      0         0  19 01010111101111100111111101 RHS seafood    seafoods  
41 197 179  18      0         0  19 01010111101111100111111101 RHS seafo      do        
42 197 181  16      0         0  19 01010111101111100111111101 RHS sea        of        
43 205 189  16      0         0  20 01011111101111100111111101 LHS tival      aestival  
44 205 191  14      0         0  20 01011111101111100111111101 LHS val        it        
45 205 194  11      0         0  20 01011111101111100111111101 NIL NIL        lav       
46 217 200  17      0         0  20 01011111101111100111111101 LHS neighs     neighs    
47 217 204  13      0         0  20 01011111101111100111111101 LHS hs         gien      
48 227 211  16      0         0  20 01011111101111100111111101 RHS talli      tallish   
49 227 214  13      0         0  20 01011111101111100111111101 RHS ta         ill       
50 237 221  16      0         0  20 01011111101111100111111101 LHS tache      attache   
51 237 224  13      0         0  20 01011111101111100111111101 LHS he         cat       
52 245 231  14      0         0  21 11011111101111100111111101 RHS zapti      zaptieh   
53 245 233  12      0         0  21 11011111101111100111111101 RHS zap        it        
54 251 239  12      0         0  21 11011111101111100111111101 LHS azz        pazazz    
55 257 245  12      0         0  21 11011111101111100111111101 RHS pia        piazza    
56 257 247  10      0         0  21 11011111101111100111111101 RHS p          ai        
57 273 256  17      0         0  21 11011111101111100111111101 LHS romoting   promoting 
58 273 259  14      0         0  21 11011111101111100111111101 LHS oting      mor       
59 273 261  12      0         0  21 11011111101111100111111101 LHS ing        to        
60 277 266  11      0         0  21 11011111101111100111111101 RHS se         segni     
61 285 272  13      0         0  21 11011111101111100111111101 LHS soin       essoin    
62 289 279  10      0         0  22 11011111101111100111111111 RHS bag        bagnios   
63 301 287  14      0         0  22 11011111101111100111111111 LHS broic      gabbroic  
64 301 290  11      0         0  22 11011111101111100111111111 LHS ic         orb       
65 303 294   9      0         0  22 11011111101111100111111111 RHS lo         loci      
66 309 299  10      0         0  22 11011111101111100111111111 LHS den        olden     
67 321 305  16      0         0  23 11011111101111110111111111 RHS kir        kirned    
68 321 312   9      0         0  23 11011111101111110111111111 LHS isha       rikisha   
69 321 314   7      0         0  23 11011111101111110111111111 LHS ha         si        
70 335 321  14      0         0  23 11011111101111110111111111 RHS zapti      zaptiah   
71 335 323  12      0         0  23 11011111101111110111111111 RHS zap        it        
72 335 325  10      0         0  23 11011111101111110111111111 RHS z          pa        
73 345 332  13      0         0  23 11011111101111110111111111 LHS areeba     zareeba   
74 345 335  10      0         0  23 11011111101111110111111111 LHS eba        era       
75 345 337   8      0         0  23 11011111101111110111111111 LHS a          be        
76 357 345  12      0         0  23 11011111101111110111111111 RHS antidor    antidora  
77 357 348   9      0         0  23 11011111101111110111111111 RHS anti       rod       
78 357 350   7      0         0  23 11011111101111110111111111 RHS an         it        
79 375 359  16      0         0  23 11011111101111110111111111 LHS ilbrush    nailbrush 
80 375 361  14      0         0  23 11011111101111110111111111 LHS brush      li        
81 375 364  11      0         0  23 11011111101111110111111111 LHS sh         urb       
82 387 373  14      0         0  23 11011111101111110111111111 RHS kabbala    kabbalahs 
83 387 375  12      0         0  23 11011111101111110111111111 RHS kabba      al        
84 387 377  10      0         0  23 11011111101111110111111111 RHS kab        ab        
85 397 386  11      0         0  23 11011111101111110111111111 LHS emeats     bakemeats 
86 397 389   8      0         0  23 11011111101111110111111111 LHS ats        eme       
87 401 394   7      0         0  23 11011111101111110111111111 RHS ho         hosta     
88 405 397   8      0         0  23 11011111101111110111111111 LHS m          ohm       
88 405 397   8      0         0  23 11011111101111110111111111 LHS m          ohm       
89 413 403  10      0         0  23 11011111101111110111111111 RHS nudis      nudism    
90 413 405   8      0         0  23 11011111101111110111111111 RHS nud        si        
91 425 414  11      0         0  23 11011111101111110111111111 LHS garees     dungarees 
92 425 416   9      0         0  23 11011111101111110111111111 LHS rees       ag        
93 435 424  11      0         0  23 11011111101111110111111111 RHS over       overseer  
94 445 432  13      0         0  23 11011111101111110111111111 LHS ting       revoting  
95 445 435  10      0         0  23 11011111101111110111111111 LHS g          nit       
96 465 447  18      0         0  23 11011111101111110111111111 RHS homologatin homologating
97 465 450  15      0         0  23 11011111101111110111111111 RHS homologa   nit       
98 465 453  12      0         0  23 11011111101111110111111111 RHS homol      ago       
