d  f   g   h   c      s         b   bvms                       xhs rem        w         
39 199 187  12      0         0  20 00001111101111110111111111 LHS g          nit       
39 199 187  12      0         0  20 00001111101111110111111111 LHS g          nit       
40 211 195  16      0         0  21 01001111101111110111111111 RHS ballyra    ballyrag  
41 211 199  12      0         0  21 01001111101111110111111111 RHS bal        aryl      
42 215 204  11      0         0  21 01001111101111110111111111 LHS ra         labra     
43 239 218  21      0         0  21 01001111101111110111111111 RHS supramolecul supramolecular
44 239 222  17      0         0  21 01001111101111110111111111 RHS supramol   luce      
45 239 224  15      0         0  21 01001111101111110111111111 RHS supram     lo        
46 239 227  12      0         0  21 01001111101111110111111111 RHS sup        mar       
47 247 234  13      0         0  21 01001111101111110111111111 LHS leys       pusleys   
48 247 236  11      0         0  21 01001111101111110111111111 LHS ys         el        
49 255 242  13      0         0  21 01001111101111110111111111 RHS tres       tressy    
50 255 245  10      0         0  21 01001111101111110111111111 RHS t          ser       
51 267 252  15      0         0  21 01001111101111110111111111 LHS emping     temping   
52 267 254  13      0         0  21 01001111101111110111111111 LHS ping       me        
53 267 257  10      0         0  21 01001111101111110111111111 LHS g          nip       
53 267 257  10      0         0  21 01001111101111110111111111 LHS g          nip       
53 267 257  10      0         0  21 01001111101111110111111111 LHS g          nip       
53 267 257  10      0         0  21 01001111101111110111111111 LHS g          nip       
53 267 257  10      0         0  21 01001111101111110111111111 LHS g          nip       
54 281 265  16      0         0  21 01001111101111110111111111 RHS gloppin    glopping  
55 281 268  13      0         0  21 01001111101111110111111111 RHS glop       nip       
56 281 271  10      0         0  21 01001111101111110111111111 RHS g          pol       
57 303 283  20      0         0  21 01001111101111110111111111 LHS reenskeeper greenskeeper
58 303 285  18      0         0  21 01001111101111110111111111 LHS enskeeper  er        
59 303 287  16      0         0  21 01001111101111110111111111 LHS skeeper    ne        
60 303 292  11      0         0  21 01001111101111110111111111 LHS er         peeks     
60 303 292  11      0         0  21 01001111101111110111111111 LHS er         peeks     
61 321 303  18      0         0  21 01001111101111110111111111 RHS restructu  restructure
62 321 305  16      0         0  21 01001111101111110111111111 RHS restruc    ut        
63 321 309  12      0         0  21 01001111101111110111111111 RHS res        curt      
64 335 319  16      0         0  21 01001111101111110111111111 LHS enading    serenading
65 335 322  13      0         0  21 01001111101111110111111111 LHS ding       ane       
66 335 324  11      0         0  21 01001111101111110111111111 LHS ng         id        
66 335 324  11      0         0  21 01001111101111110111111111 LHS ng         id        
67 347 332  15      0         0  21 01001111101111110111111111 RHS reassi     reassign  
68 347 334  13      0         0  21 01001111101111110111111111 RHS reas       is        
69 347 337  10      0         0  21 01001111101111110111111111 RHS r          sae       
69 347 337  10      0         0  21 01001111101111110111111111 RHS r          sae       
69 347 337  10      0         0  21 01001111101111110111111111 RHS r          sae       
69 347 337  10      0         0  21 01001111101111110111111111 RHS r          sae       
70 359 344  15      0         0  21 01001111101111110111111111 LHS evenge     revenge   
71 359 348  11      0         0  21 01001111101111110111111111 LHS ge         neve      
72 361 351  10      0         0  21 01001111101111110111111111 RHS b          beg       
73 373 358  15      0         0  21 01001111101111110111111111 LHS lemish     blemish   
74 373 361  12      0         0  21 01001111101111110111111111 LHS ish        mel       
75 373 363  10      0         0  21 01001111101111110111111111 LHS h          si        
76 383 369  14      0         0  21 01001111101111110111111111 RHS fetis      fetish    
77 383 373  10      0         0  21 01001111101111110111111111 RHS f          site      
77 383 373  10      0         0  21 01001111101111110111111111 RHS f          site      
78 397 381  16      0         0  21 01001111101111110111111111 LHS oliages    foliages  
79 397 383  14      0         0  21 01001111101111110111111111 LHS iages      lo        
80 397 385  12      0         0  21 01001111101111110111111111 LHS ges        ai        
81 397 388   9      0         0  21 01001111101111110111111111 NIL NIL        seg       
81 397 388   9      0         0  21 01001111101111110111111111 NIL NIL        seg       
81 397 388   9      0         0  21 01001111101111110111111111 NIL NIL        seg       
81 397 388   9      0         0  21 01001111101111110111111111 NIL NIL        seg       
81 397 388   9      0         0  21 01001111101111110111111111 NIL NIL        seg       
81 397 388   9      0         0  21 01001111101111110111111111 NIL NIL        seg       
82 411 395  16      0         0  21 01001111101111110111111111 LHS tersest    tersest   
