d  f   g   h   c      s         b   bvms                       xhs rem        w         
 0  51   0  51      0         0   0 00000000000000000000000000 NIL NIL        NIL       
 1  55  11  44      0         0   9 00000011000111100100010001 LHS molestation molestation
 2  55  13  42      0         0   9 00000011000111100100010001 LHS lestation  om        
 3  55  16  39      0         0   9 00000011000111100100010001 LHS tation     sel       
 4  55  18  37      0         0   9 00000011000111100100010001 LHS tion       at        
 5  55  20  35      0         0   9 00000011000111100100010001 LHS on         it        
 5  55  20  35      0         0   9 00000011000111100100010001 LHS on         it        
 6  65  30  35      0         0  12 00000011101111100100110001 RHS fortepia   fortepiano
 7  65  32  33      0         0  12 00000011101111100100110001 RHS fortep     ai        
 8  65  34  31      0         0  12 00000011101111100100110001 RHS fort       pe        
 9  73  42  31      0         0  12 00000011101111100100110001 LHS fers       troffers  
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
10  73  45  28      0         0  12 00000011101111100100110001 LHS s          ref       
11  77  49  28      0         0  13 00000111101111100100110001 RHS rue        rues      
12  83  55  28      0         0  13 00000111101111100100110001 LHS ipi        euripi    
13  89  61  28      0         0  13 00000111101111100100110001 RHS eur        euripi    
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
14  89  64  25      0         0  13 00000111101111100100110001 NIL NIL        rue       
