d  f   g   h   c      s         b   bvms                       xhs rem        w         
80 395 378  17      0         0  20 01011111101111100101111111 RHS prepos     prepossess
81 395 380  15      0         0  20 01011111101111100101111111 RHS prep       so        
81 395 380  15      0         0  20 01011111101111100101111111 RHS prep       so        
82 413 393  20      0         0  20 01011111101111100101111111 LHS endicular  perpendicular
83 413 395  18      0         0  20 01011111101111100101111111 LHS dicular    ne        
84 413 400  13      0         0  20 01011111101111100101111111 LHS ar         lucid     
84 413 400  13      0         0  20 01011111101111100101111111 LHS ar         lucid     
85 417 404  13      0         0  20 01011111101111100101111111 RHS to         tora      
86 423 409  14      0         0  20 01011111101111100101111111 LHS tos        ottos     
87 423 412  11      0         0  20 01011111101111100101111111 NIL NIL        sot       
87 423 412  11      0         0  20 01011111101111100101111111 NIL NIL        sot       
88 433 417  16      0         0  20 01011111101111100101111111 LHS small      small     
88 433 417  16      0         0  20 01011111101111100101111111 LHS small      small     
89 433 421  12      0         0  20 01011111101111100101111111 LHS l          lams      
