d  f   g   h   c      s         b   bvms                       xhs rem        w         
82 439 422  17      0         0  20 00011111101111100111111111 LHS soming     ransoming 
83 439 425  14      0         0  20 00011111101111100111111111 LHS ing        mos       
84 443 430  13      0         0  20 00011111101111100111111111 RHS se         segni     
85 455 438  17      0         0  20 00011111101111100111111111 LHS terase     esterase  
86 455 440  15      0         0  20 00011111101111100111111111 LHS rase       et        
87 455 442  13      0         0  20 00011111101111100111111111 LHS se         ar        
88 465 449  16      0         0  20 00011111101111100111111111 RHS minus      minuses   
89 465 452  13      0         0  20 00011111101111100111111111 RHS mi         sun       
90 495 469  26      0         0  20 00011111101111100111111111 LHS munohematologic immunohematologic
91 495 471  24      0         0  20 00011111101111100111111111 LHS nohematologic um        
92 495 473  22      0         0  20 00011111101111100111111111 LHS hematologic on        
93 495 475  20      0         0  20 00011111101111100111111111 LHS matologic  eh        
94 495 478  17      0         0  20 00011111101111100111111111 LHS ologic     tam       
95 495 480  15      0         0  20 00011111101111100111111111 LHS ogic       lo        
96 495 482  13      0         0  20 00011111101111100111111111 LHS ic         go        
97 505 489  16      0         0  20 00011111101111100111111111 RHS menis      menisci   
98 505 492  13      0         0  20 00011111101111100111111111 RHS me         sin       
99 515 499  16      0         0  20 00011111101111100111111111 LHS eriti      emeriti   
