d  f   g   h   c      s         b   bvms                       xhs rem        w         
40 201 185  16      0         0  19 01001111101111100111011111 RHS dem        sati      
41 217 196  21      0         0  19 01001111101111100111011111 LHS icolegal   medicolegal
42 217 200  17      0         0  19 01001111101111100111011111 LHS egal       loci      
43 223 207  16      0         0  19 01001111101111100111011111 RHS tal        tallage   
44 233 215  18      0         0  19 01001111101111100111011111 LHS erals      laterals  
45 233 217  16      0         0  19 01001111101111100111011111 LHS als        re        
46 245 226  19      0         0  19 01001111101111100111011111 RHS nanote     nanotesla 
47 245 228  17      0         0  19 01001111101111100111011111 RHS nano       et        
48 245 230  15      0         0  19 01001111101111100111011111 RHS na         on        
49 255 237  18      0         0  19 01001111101111100111011111 LHS timan      antiman   
50 255 239  16      0         0  19 01001111101111100111011111 LHS man        it        
51 259 244  15      0         0  19 01001111101111100111011111 RHS du         dunam     
52 265 249  16      0         0  19 01001111101111100111011111 LHS der        udder     
53 277 258  19      0         0  19 01001111101111100111011111 RHS lighte     lightered 
54 277 261  16      0         0  19 01001111101111100111011111 RHS lig        eth       
55 281 266  15      0         0  19 01001111101111100111011111 LHS ts         gilts     
56 295 275  20      0         0  19 01001111101111100111011111 RHS durnede    durnedest 
57 295 277  18      0         0  19 01001111101111100111011111 RHS durne      ed        
58 295 279  16      0         0  19 01001111101111100111011111 RHS dur        en        
59 301 285  16      0         0  19 01001111101111100111011111 LHS der        rudder    
60 307 291  16      0         0  19 01001111101111100111011111 RHS inu        inured    
61 325 303  22      0         0  19 01001111101111100111011111 LHS versalist  universalist
62 325 306  19      0         0  19 01001111101111100111011111 LHS salist     rev       
63 325 309  16      0         0  19 01001111101111100111011111 LHS ist        las       
64 325 311  14      0         0  19 01001111101111100111011111 LHS t          si        
64 325 311  14      0         0  19 01001111101111100111011111 LHS t          si        
65 337 318  19      0         0  19 01001111101111100111011111 RHS linies     liniest   
66 337 321  16      0         0  19 01001111101111100111011111 RHS lin        sei       
67 347 328  19      0         0  19 01001111101111100111011111 LHS gaus       nilgaus   
68 347 330  17      0         0  19 01001111101111100111011111 LHS us         ag        
69 353 337  16      0         0  20 01001111101111101111011111 RHS jujit      jujitsu   
70 353 339  14      0         0  20 01001111101111101111011111 RHS juj        ti        
71 355 343  12      0         0  20 01001111101111101111011111 LHS u          juju      
72 359 346  13      0         0  20 01001111101111101111011111 RHS em         emu       
73 373 355  18      0         0  20 01001111101111101111011111 LHS dicates    medicates 
74 373 359  14      0         0  20 01001111101111101111011111 LHS tes        acid      
75 383 367  16      0         0  20 01001111101111101111011111 RHS under      underset  
76 383 370  13      0         0  20 01001111101111101111011111 RHS un         red       
77 385 373  12      0         0  20 01001111101111101111011111 LHS n          nun       
78 393 378  15      0         0  20 01001111101111101111011111 RHS laga       lagan     
79 401 387  14      0         0  21 01011111101111101111011111 LHS woods      agalwoods 
80 401 389  12      0         0  21 01011111101111101111011111 LHS ods        ow        
81 401 391  10      0         0  21 01011111101111101111011111 LHS s          do        
82 415 399  16      0         0  21 01011111101111101111011111 RHS subitem    subitems  
83 415 401  14      0         0  21 01011111101111101111011111 RHS subit      me        
84 415 403  12      0         0  21 01011111101111101111011111 RHS sub        ti        
85 423 411  12      0         0  22 01011111101111101111111111 LHS ulfan      busulfan  
86 423 414   9      0         0  22 01011111101111101111111111 LHS an         flu       
87 433 421  12      0         0  22 01011111101111101111111111 RHS anten      antenna   
88 433 424   9      0         0  22 01011111101111101111111111 RHS an         net       
89 439 429  10      0         0  22 01011111101111101111111111 LHS bob        nabob     
90 443 434   9      0         0  22 01011111101111101111111111 RHS ca         cabob     
91 455 442  13      0         0  22 01011111101111101111111111 LHS tinide     actinide  
92 459 445  14      0         0  22 01011111101111101111111111 LHS ide        nit       
93 459 449  10      0         0  22 01011111101111101111111111 RHS c          cedi      
93 459 449  10      0         0  22 01011111101111101111111111 RHS c          cedi      
93 459 449  10      0         0  22 01011111101111101111111111 RHS c          cedi      
94 473 458  15      0         0  22 01011111101111101111111111 LHS ymogenes   cymogenes 
