d  f   g   h   c      s         b   bvms                       xhs rem        w         
57 291 279  12      0         0  21 10011111101111100111111111 RHS bed        it        
58 295 284  11      0         0  22 11011111101111100111111111 LHS ye         debye     
59 301 290  11      0         0  22 11011111101111100111111111 RHS phon       phoney    
60 301 293   8      0         0  22 11011111101111100111111111 RHS p          noh       
60 301 293   8      0         0  22 11011111101111100111111111 RHS p          noh       
61 311 299  12      0         0  22 11011111101111100111111111 LHS rober      prober    
62 311 301  10      0         0  22 11011111101111100111111111 LHS ber        or        
63 311 304   7      0         0  22 11011111101111100111111111 NIL NIL        reb       
64 327 312  15      0         0  22 11011111101111100111111111 LHS maritime   maritime  
65 327 315  12      0         0  22 11011111101111100111111111 LHS itime      ram       
66 327 317  10      0         0  22 11011111101111100111111111 LHS ime        ti        
67 327 319   8      0         0  22 11011111101111100111111111 LHS e          mi        
67 327 319   8      0         0  22 11011111101111100111111111 LHS e          mi        
67 327 319   8      0         0  22 11011111101111100111111111 LHS e          mi        
68 339 326  13      0         0  22 11011111101111100111111111 RHS tontin     tontine   
69 339 329  10      0         0  22 11011111101111100111111111 RHS ton        nit       
70 341 333   8      0         0  22 11011111101111100111111111 LHS a          nota      
71 349 338  11      0         0  22 11011111101111100111111111 RHS bwan       bwana     
72 349 341   8      0         0  22 11011111101111100111111111 RHS b          naw       
73 357 346  11      0         0  22 11011111101111100111111111 LHS olos       bolos     
74 357 348   9      0         0  22 11011111101111100111111111 LHS os         lo        
74 357 348   9      0         0  22 11011111101111100111111111 LHS os         lo        
75 363 353  10      0         0  22 11011111101111100111111111 RHS ges        gesso     
76 379 363  16      0         0  22 11011111101111100111111111 LHS regants    segregants
77 379 365  14      0         0  22 11011111101111100111111111 LHS gants      er        
78 379 368  11      0         0  22 11011111101111100111111111 LHS ts         nag       
79 389 376  13      0         0  22 11011111101111100111111111 RHS dialli     diallist  
80 389 379  10      0         0  22 11011111101111100111111111 RHS dia        ill       
81 395 385  10      0         0  22 11011111101111100111111111 LHS ers        aiders    
82 395 387   8      0         0  22 11011111101111100111111111 LHS s          re        
83 411 396  15      0         0  22 11011111101111100111111111 RHS berascal   berascals 
84 411 400  11      0         0  22 11011111101111100111111111 RHS bera       lacs      
85 411 403   8      0         0  22 11011111101111100111111111 RHS b          are       
86 427 412  15      0         0  22 11011111101111100111111111 LHS rochures   brochures 
87 427 415  12      0         0  22 11011111101111100111111111 LHS hures      cor       
88 427 417  10      0         0  22 11011111101111100111111111 LHS res        uh        
89 433 423  10      0         0  22 11011111101111100111111111 RHS tos        tosser    
90 437 428   9      0         0  22 11011111101111100111111111 LHS hs         soths     
90 437 428   9      0         0  22 11011111101111100111111111 LHS hs         soths     
91 449 436  13      0         0  22 11011111101111100111111111 RHS viperi     viperish  
92 449 439  10      0         0  22 11011111101111100111111111 RHS vip        ire       
