d  f   g   h   c      s         b   bvms                       xhs rem        w         
30 131 120  11      0         0  21 01010111101111111111111101 RHS de         dere      
30 131 120  11      0         0  21 01010111101111111111111101 RHS de         dere      
30 131 120  11      0         0  21 01010111101111111111111101 RHS de         dere      
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
31 133 123  10      0         0  21 01010111101111111111111101 LHS s          eds       
