d  f   g   h   c      s         b   bvms                       xhs rem        w         
41 219 205  14      0         0  19 11001111101111101101011101 LHS s          ram       
41 219 205  14      0         0  19 11001111101111101101011101 LHS s          ram       
42 233 213  20      0         0  19 11001111101111101101011101 RHS snaples    snapless  
43 233 216  17      0         0  19 11001111101111101101011101 RHS snap       sel       
44 233 220  13      0         0  19 11001111101111101101011101 NIL NIL        pans      
45 241 225  16      0         0  20 11011111101111101101011101 LHS dawed      dawed     
46 241 227  14      0         0  20 11011111101111101101011101 LHS wed        ad        
47 247 233  14      0         0  20 11011111101111101101011101 RHS mil        mildew    
48 255 241  14      0         0  21 11011111101111111101011101 LHS ekiln      limekiln  
49 259 248  11      0         0  22 11011111101111111101111101 RHS fa         fanlike   
50 271 257  14      0         0  22 11011111101111111101111101 LHS tertime    aftertime 
51 271 260  11      0         0  22 11011111101111111101111101 LHS time       ret       
52 275 266   9      0         0  22 11011111101111111101111101 RHS re         reemit    
53 287 270  17      0         0  22 11011111101111111101111101 LHS ns         erns      
54 287 274  13      0         0  23 11011111101111111111111101 RHS hi         hisn      
55 289 280   9      0         0  23 11011111101111111111111101 LHS rams       ihrams    
56 293 282  11      0         0  23 11011111101111111111111101 LHS ms         ar        
57 301 290  11      0         0  23 11011111101111111111111101 RHS monadi     monadism  
58 301 292   9      0         0  23 11011111101111111111111101 RHS mona       id        
59 307 298   9      0         0  23 11011111101111111111111101 LHS ie         anomie    
60 317 304  13      0         0  23 11011111101111111111111101 RHS sans       sansei    
61 317 309   8      0         0  23 11011111101111111111111101 LHS h          snash     
62 321 312   9      0         0  23 11011111101111111111111101 RHS ye         yeh       
63 325 317   8      0         0  23 11011111101111111111111101 LHS ras        eyras     
64 327 321   6      0         0  23 11011111101111111111111101 RHS t          tsar      
64 327 321   6      0         0  23 11011111101111111111111101 RHS t          tsar      
65 355 336  19      0         0  23 11011111101111111111111101 LHS oothsomenesses toothsomenesses
66 355 339  16      0         0  23 11011111101111111111111101 LHS hsomenesses too       
67 355 341  14      0         0  23 11011111101111111111111101 LHS omenesses  sh        
68 355 343  12      0         0  23 11011111101111111111111101 LHS enesses    mo        
69 355 347   8      0         0  23 11011111101111111111111101 LHS ses        sene      
70 373 352  21      0         0  23 11011111101111111111111101 RHS fu         fuses     
71 375 361  14      0         0  23 11011111101111111111111101 LHS ologist    ufologist 
72 375 363  12      0         0  23 11011111101111111111111101 LHS ogist      lo        
73 375 365  10      0         0  23 11011111101111111111111101 LHS ist        go        
74 375 367   8      0         0  23 11011111101111111111111101 LHS t          si        
75 383 373  10      0         0  23 11011111101111111111111101 RHS impar      impart    
76 383 376   7      0         0  23 11011111101111111111111101 RHS im         rap       
77 395 384  11      0         0  23 11011111101111111111111101 LHS nified     minified  
78 395 386   9      0         0  23 11011111101111111111111101 LHS fied       in        
79 395 388   7      0         0  23 11011111101111111111111101 LHS ed         if        
80 411 397  14      0         0  23 11011111101111111111111101 RHS riversi    riverside 
81 411 399  12      0         0  23 11011111101111111111111101 RHS river      is        
82 411 402   9      0         0  23 11011111101111111111111101 RHS ri         rev       
83 437 418  19      0         0  24 11011111101111111111111111 LHS reducibilities irreducibilities
84 437 420  17      0         0  24 11011111101111111111111111 LHS ducibilities er        
85 437 423  14      0         0  24 11011111101111111111111111 LHS ibilities  cud       
86 437 425  12      0         0  24 11011111101111111111111111 LHS ilities    bi        
87 437 427  10      0         0  24 11011111101111111111111111 LHS ities      li        
88 437 429   8      0         0  24 11011111101111111111111111 LHS ies        ti        
89 437 432   5      0         0  24 11011111101111111111111111 NIL NIL        sei       
89 437 432   5      0         0  24 11011111101111111111111111 NIL NIL        sei       
90 451 439  12      0         0  24 11011111101111111111111111 LHS naggers    naggers   
91 451 442   9      0         0  24 11011111101111111111111111 LHS gers       gan       
92 451 445   6      0         0  24 11011111101111111111111111 LHS s          reg       
92 451 445   6      0         0  24 11011111101111111111111111 LHS s          reg       
93 467 453  14      0         0  24 11011111101111111111111111 RHS redream    redreams  
94 467 455  12      0         0  24 11011111101111111111111111 RHS redre      ma        
