d  f   g   h   c      s         b   bvms                       xhs rem        w         
58 283 273  10      0         0  21 01010111101111110111111111 LHS n          nun       
59 293 279  14      0         0  21 01010111101111110111111111 RHS cayma      cayman    
60 293 281  12      0         0  21 01010111101111110111111111 RHS cay        am        
61 297 286  11      0         0  21 01010111101111110111111111 LHS ht         yacht     
61 297 286  11      0         0  21 01010111101111110111111111 LHS ht         yacht     
62 305 292  13      0         0  21 01010111101111110111111111 RHS plin       plinth    
63 315 301  14      0         0  21 01010111101111110111111111 LHS otent      nilpotent 
64 315 303  12      0         0  21 01010111101111110111111111 LHS ent        to        
65 315 305  10      0         0  21 01010111101111110111111111 LHS t          ne        
66 343 318  25      0         0  21 01010111101111110111111111 RHS microfilamen microfilament
67 343 322  21      0         0  21 01010111101111110111111111 RHS microfil   nema      
68 343 324  19      0         0  21 01010111101111110111111111 RHS microf     li        
69 343 327  16      0         0  21 01010111101111110111111111 RHS mic        for       
70 343 332  11      0         0  22 01110111101111110111111111 LHS ex         cimex     
71 351 339  12      0         0  22 01110111101111110111111111 RHS polea      poleaxe   
72 351 341  10      0         0  22 01110111101111110111111111 RHS pol        ae        
73 365 350  15      0         0  22 01110111101111110111111111 LHS pering     loppering 
74 365 353  12      0         0  22 01110111101111110111111111 LHS ing        rep       
75 367 358   9      0         0  22 01110111101111110111111111 RHS se         segni     
75 367 358   9      0         0  22 01110111101111110111111111 RHS se         segni     
76 371 362   9      0         0  22 01110111101111110111111111 LHS es         eses      
77 377 367  10      0         0  22 01110111101111110111111111 RHS amu        amuse     
78 377 369   8      0         0  22 01110111101111110111111111 RHS a          um        
78 377 369   8      0         0  22 01110111101111110111111111 RHS a          um        
79 397 379  18      0         0  22 01110111101111110111111111 LHS stigmatic  astigmatic
80 397 383  14      0         0  22 01110111101111110111111111 LHS matic      gits      
81 397 386  11      0         0  22 01110111101111110111111111 LHS ic         tam       
82 405 392  13      0         0  22 01110111101111110111111111 RHS floc       flocci    
83 405 395  10      0         0  22 01110111101111110111111111 RHS f          col       
84 409 399  10      0         0  22 01110111101111110111111111 LHS eus        feus      
85 419 407  12      0         0  22 01110111101111110111111111 RHS nonis      nonissue  
86 419 409  10      0         0  22 01110111101111110111111111 RHS non        si        
87 429 416  13      0         0  22 01110111101111110111111111 LHS acid       nonacid   
88 431 422   9      0         0  22 01110111101111110111111111 RHS mo         modica    
89 441 429  12      0         0  22 01110111101111110111111111 LHS entum      omentum   
90 441 431  10      0         0  22 01110111101111110111111111 LHS tum        ne        
91 441 434   7      0         0  22 01110111101111110111111111 NIL NIL        mut       
91 441 434   7      0         0  22 01110111101111110111111111 NIL NIL        mut       
