d  f   g   h   c      s         b   bvms                       xhs rem        w         
42 197 188   9      0         0  22 11011111101111110110111111 RHS id         idyll     
42 197 188   9      0         0  22 11011111101111110110111111 RHS id         idyll     
42 197 188   9      0         0  22 11011111101111110110111111 RHS id         idyll     
43 199 191   8      0         0  22 11011111101111110110111111 LHS m          dim       
44 203 194   9      0         0  22 11011111101111110110111111 RHS di         dim       
44 203 194   9      0         0  22 11011111101111110110111111 RHS di         dim       
44 203 194   9      0         0  22 11011111101111110110111111 RHS di         dim       
44 203 194   9      0         0  22 11011111101111110110111111 RHS di         dim       
44 203 194   9      0         0  22 11011111101111110110111111 RHS di         dim       
44 203 194   9      0         0  22 11011111101111110110111111 RHS di         dim       
44 203 194   9      0         0  22 11011111101111110110111111 RHS di         dim       
44 203 194   9      0         0  22 11011111101111110110111111 RHS di         dim       
45 205 197   8      0         0  22 11011111101111110110111111 LHS s          ids       
45 205 197   8      0         0  22 11011111101111110110111111 LHS s          ids       
45 205 197   8      0         0  22 11011111101111110110111111 LHS s          ids       
45 205 197   8      0         0  22 11011111101111110110111111 LHS s          ids       
45 205 197   8      0         0  22 11011111101111110110111111 LHS s          ids       
45 205 197   8      0         0  22 11011111101111110110111111 LHS s          ids       
45 205 197   8      0         0  22 11011111101111110110111111 LHS s          ids       
45 205 197   8      0         0  22 11011111101111110110111111 LHS s          ids       
45 205 197   8      0         0  22 11011111101111110110111111 LHS s          ids       
45 205 197   8      0         0  22 11011111101111110110111111 LHS s          ids       
45 205 197   8      0         0  22 11011111101111110110111111 LHS s          ids       
46 209 201   8      0         0  23 11011111101111110111111111 RHS dag        dags      
47 215 207   8      0         0  23 11011111101111110111111111 LHS get        gadget    
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
48 215 210   5      0         0  23 11011111101111110111111111 NIL NIL        teg       
